country,YEAR1997,YEAR1998,YEAR1999,YEAR2000,YEAR2001,YEAR2002,YEAR2003,YEAR2004,YEAR2005,YEAR2006,YEAR2007,YEAR2008,YEAR2009,YEAR2010,YEAR2011,YEAR2012
NIC,0.737361636877666,0.737361636877666,0.737361636877666,0.737361636877666,0.737361636877666,0.737361636877666,0.737361636877666,0.737361636877666,0.737361636877666,0.737361636877666,0.737361636877666,0.737361636877666,0.737361636877666,0.499009900990099,0.499009900990099,0.499009900990099
NLD,0.410343918564883,0.410343918564883,0.410343918564883,0.410343918564883,0.410343918564883,0.410343918564883,0.484711668574997,0.240506329113924,0.240506329113924,0.240506329113924,0.206057192916589,0.482769905701551,0.269006012249256,0.267175572519084,0.267175572519084,0.267175572519084
NMR,0.17738791423002,0.17738791423002,0.17738791423002,0.17738791423002,0.17738791423002,0.17738791423002,0.17738791423002,0.17738791423002,0.17738791423002,0.17738791423002,0.17738791423002,0.17738791423002,0.17738791423002,0.17738791423002,0.17738791423002,0.17738791423002
NOR,0.18957345971564,0.18957345971564,0.18957345971564,0.18957345971564,0.18957345971564,0.18957345971564,0.18957345971564,0.18957345971564,0.18957345971564,0.18957345971564,0.18957345971564,0.18957345971564,0.477519379844961,0.735634380211229,0.33937562940584,0.102459016393443
NRU,0.60194873439894,0.60194873439894,0.60194873439894,0.60194873439894,0.60194873439894,0.60194873439894,0.60194873439894,0.60194873439894,0.60194873439894,0.60194873439894,0.60194873439894,0.60194873439894,0.60194873439894,0.60194873439894,0.60194873439894,0.60194873439894
NZL,0.575916230366492,0.575916230366492,0.575916230366492,0.575916230366492,0.575916230366492,0.575916230366492,0.575916230366492,0.575916230366492,0.575916230366492,0.575916230366492,0.575916230366492,0.575916230366492,0.575916230366492,0.575916230366492,0.575916230366492,0.575916230366492
OMN,0.732758620689655,0.732758620689655,0.732758620689655,0.732758620689655,0.732758620689655,0.732758620689655,0.732758620689655,0.732758620689655,0.732758620689655,0.732758620689655,0.732758620689655,0.732758620689655,0.732758620689655,0.732758620689655,0.732758620689655,0.732758620689655
PAK,0.632930067866627,0.632930067866627,0.632930067866627,0.632930067866627,0.632930067866627,0.632930067866627,0.632930067866627,0.632930067866627,0.632930067866627,0.632930067866627,0.632930067866627,0.632930067866627,0.632930067866627,0.632930067866627,0.632930067866627,0.632930067866627
PER,0.372304145251933,0.372304145251933,0.372304145251933,0.372304145251933,0.372304145251933,0.372304145251933,0.372304145251933,0.372304145251933,0.372304145251933,0.372304145251933,0.372304145251933,0.372304145251933,0.372304145251933,0.372304145251933,0.372304145251933,0.372304145251933
PGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHL,0.235073550620133,0.235073550620133,0.235073550620133,0.235073550620133,0.235073550620133,0.235073550620133,0.235073550620133,0.235073550620133,0.235073550620133,0.235073550620133,0.235073550620133,0.235073550620133,0.235073550620133,0.235073550620133,0.235073550620133,0.235073550620133
POL,0.715705765407554,0.715705765407554,0.235004502564504,0.272372678516023,0.142188619645808,0.142188619645808,0.631428571428572,-0.143720765814666,-0.143720765814666,0.362425324338628,0.317644860312079,0.109821866808188,0.521496740525618,0.498552695946009,0.514430799460425,0.404047532817966
PRK,0.48294847563481,0.48294847563481,0.48294847563481,0.413441955193482,0.413441955193482,0.413441955193482,0.413441955193482,0.413441955193482,0.413441955193482,0.413441955193482,0.413441955193482,0.413441955193482,0.413441955193482,0.413441955193482,0.413441955193482,0.413441955193482
PRT,0.299631469315814,0.299631469315814,0.299631469315814,0.299631469315814,0.299631469315814,0.299631469315814,0.299631469315814,0.299631469315814,0.299631469315814,0.299631469315814,0.333333333333333,0.333333333333333,0.333333333333333,0.582308506513775,0.636363636363636,0.636363636363636
