country,YEAR1997,YEAR1998,YEAR1999,YEAR2000,YEAR2001,YEAR2002,YEAR2003,YEAR2004,YEAR2005,YEAR2006,YEAR2007,YEAR2008,YEAR2009,YEAR2010,YEAR2011,YEAR2012
DNK,0,0,0,19.9839435805694,0,0,8.59721422203143,0,0,0,0,0,13.613172541744,0,0,23.1540120411172
EST,0,0,0,20.1553698427083,0,0,0,13.8541666666667,0,10.8108108108108,31.387328523694,9.50228232015339,15.3412462908012,23.6842105263158,10.8661024465962,0
LVA,0,0,0,43.1298573208297,27.8396574434218,20.485740800364,0,18.4334261362664,26.4221657451139,17.2131147540983,35.970175360924,6.37177066903554,24.3968401240622,14.1539485575301,18.1513245664189,20.8227725717686
BRA,0,0,0,0,0,32.061310836844,0,0,0,0,0,0,0,0,33.6710078129596,0
TJK,0,0,0,0,0,0,24.117915223002,0,0,28.6012074914351,0,0,0,0,0,0
TMP,0,0,0,0,0,0,26.7054785965271,17.740221428988,0,0,0,0,0,0,0,0
PRT,0,0,0,0,0,0,0,14.9780535224003,0,0,29.2245016816176,0,0,22.4390474390474,23.418389592316,0
ROM,0,0,0,0,0,0,0,-12.701100762066,0,0,0,0,0,0,0,0
SVK,0,0,0,0,0,0,0,22.7869212929692,0,0,0,0,38.1391660908563,28.7410071942445,0,20.4861973897507
CYP,0,0,0,0,0,0,0,0,26.029952347915,0,0,0,0,0,0,0
FIN,0,0,0,0,0,0,0,0,19.1175491168,0,0,19.2799279927993,-4.76981753153239,14.2823026646556,22.1922750424447,0
IDN,0,0,0,0,0,0,0,0,17.3114310324667,0,0,0,0,0,0,-44.106084796527
DZA,0,0,0,0,0,0,0,0,0,18.9307061123136,0,0,0,0,0,0
HRV,0,0,0,0,0,0,0,0,0,18.9499905703058,0,0,0,29.5171274976216,0,0
KWT,0,0,0,0,0,0,0,0,0,19.8074303578371,9.7580617318332,0,28.0930412865923,24.1379310344828,0,0
ARE,0,0,0,0,0,0,0,0,0,0,23.6609376450755,0,0,-29.8507462686567,20.6712962962963,0
AFR,0,0,0,0,0,0,0,0,0,0,0,26.5429919018931,0,0,-10.126582278481,14.2780236347728
ETH,0,0,0,0,0,0,0,0,0,0,0,14.3319028150344,0,0,0,0
HUN,0,0,0,0,0,0,0,0,0,0,0,16.9643530504209,3.64432303420807,16.7193675889328,22.0197314332694,0
IRL,0,0,0,0,0,0,0,0,0,0,0,10.8956684380254,0,32.5047637821146,0,0
PAK,0,0,0,0,0,0,0,0,0,0,0,47.485380116959,0,-35.9251559251559,0,0
SRB,0,0,0,0,0,0,0,0,0,0,0,22.2716464217672,0,0,0,0
FSM,0,0,0,0,0,0,0,0,0,0,0,0,13.4030418250951,33.3165581820369,24.1971214506638,54.8387096774193
GMB,0,0,0,0,0,0,0,0,0,0,0,0,11.499544187413,0,0,0
NIC,0,0,0,0,0,0,0,0,0,0,0,0,-18.440403282923,30.4295210961877,0,0
NOR,0,0,0,0,0,0,0,0,0,0,0,0,20.5813500419579,24.5986283292753,37.037037037037,0
NRU,0,0,0,0,0,0,0,0,0,0,0,0,10.5861559432979,0,0,0
PSE,0,0,0,0,0,0,0,0,0,0,0,0,18.4611625172569,11.6056024291247,21.7590957106051,13.1237865527101
QAT,0,0,0,0,0,0,0,0,0,0,0,0,10.6037071554313,0,32.5187969924812,0
THA,0,0,0,0,0,0,0,0,0,0,0,0,46.5116279069768,0,0,0
VEN,0,0,0,0,0,0,0,0,0,0,0,0,0.789216360293654,0,42.9911349960957,0
ALB,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0750988142293,0,0
BHR,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9565294439302,0,11.3285172563275
COL,0,0,0,0,0,0,0,0,0,0,0,0,0,8.92548076923078,0,0
CRI,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4747939771892,0,0
ECU,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3765890007182,51.5837104072398,0
MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5635536286513,0,0
MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,9.59183673469387,0,0
MYS,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8588957055215,0,3.49864720761002
SYR,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9015144686043,0,0
BHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30606179590995,0
CUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1604938271605,0
FJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.8966391883323,30.6451612903226
GTM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6496311099064,0
MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5554211699548,0
NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8707467457448,0
PER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1135045151833,0
SGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.622641509434,0
SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5641917720565,5.92280381416108
ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.914798206278
BOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8839456005896
KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1822742474916
LBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7706924122529
MMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.11690496215308
OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.806153722786
SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5975180604267
TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3278041759068
